actions,categories,open_issues,pull_requests,stars,category
azure/appservice-build,['deployment'],0,0.0,15.0,['deployment']
buttonizer/freemius-deploy,"['deployment', 'publishing']",0,0.0,15.0,"['deployment', 'publishing']"
jdcargile/ms-teams-notification,"['deployment', 'utilities']",11,22.0,41.0,"['deployment', 'utilities']"
reuixiy/hugo-deploy,"['deployment', 'publishing']",2,0.0,20.0,"['deployment', 'publishing']"
algolia/algoliasearch-crawler-github-actions,"['deployment', 'publishing']",3,14.0,28.0,"['deployment', 'publishing']"
creepios/sftp-action,['deployment'],6,2.0,21.0,['deployment']
jossef/action-set-json-field,"['deployment', 'utilities']",3,1.0,20.0,"['deployment', 'utilities']"
tuliren/publish-gitbook,"['deployment', 'publishing']",0,0.0,15.0,"['deployment', 'publishing']"
mrsquaare/ssh-setup-action,"['deployment', 'utilities']",0,0.0,16.0,"['deployment', 'utilities']"
jordan-simonovski/datadog-event-action,"['deployment', 'monitoring']",1,0.0,14.0,"['deployment', 'monitoring']"
donaldpiret/ecs-deploy,['deployment'],0,1.0,21.0,['deployment']
jayef0/chalice-extended-action,"['deployment', 'publishing']",2,0.0,25.0,"['deployment', 'publishing']"
varunsridharan/action-gitea-mirror,"['deployment', 'utilities']",0,0.0,25.0,"['deployment', 'utilities']"
pxshadow/setup-hashlink,"['deployment', 'testing']",0,0.0,13.0,"['deployment', 'testing']"
solvaholic/octodns-sync,"['deployment', 'utilities']",3,1.0,18.0,"['deployment', 'utilities']"
joshpiper/gmodstore-deployment,['deployment'],0,2.0,13.0,['deployment']
infraway/post-medium-action,"['deployment', 'publishing']",2,0.0,44.0,"['deployment', 'publishing']"
caprover/deploy-from-github,['deployment'],0,0.0,17.0,['deployment']
saucelabs/sauce-connect-action,"['deployment', 'testing']",3,2.0,13.0,"['deployment', 'testing']"
ripplr-io/docr-docker-publish,['deployment'],1,0.0,15.0,['deployment']
alexanderschau/ipfs-pinning-action,"['deployment', 'publishing']",0,0.0,23.0,"['deployment', 'publishing']"
nerdify/envoyer-action,['deployment'],0,0.0,12.0,['deployment']
gorillastack/github-action-apply-on-merge,['deployment'],0,0.0,13.0,['deployment']
sterlingwes/gh-pages-deploy-action,['deployment'],0,0.0,15.0,['deployment']
xotl/cool-github-releases,"['deployment', 'publishing']",1,1.0,12.0,"['deployment', 'publishing']"
grassedge/git-pr-release-action,"['deployment', 'project-management']",3,16.0,14.0,"['deployment', 'project-management']"
tsunematsu21/actions-publish-gh-pages,"['deployment', 'publishing']",2,6.0,12.0,"['deployment', 'publishing']"
thadeu/easily-dokku-action,"['deployment', 'publishing']",0,0.0,13.0,"['deployment', 'publishing']"
raulanatol/aws-s3-docker-action,"['deployment', 'publishing']",0,0.0,14.0,"['deployment', 'publishing']"
ralexander-phi/marp-action,"['deployment', 'publishing']",2,0.0,18.0,"['deployment', 'publishing']"
lewandy/vue-s3-deployer,['deployment'],0,0.0,13.0,['deployment']
securestackco/actions-exposure,"['deployment', 'security']",0,0.0,17.0,"['deployment', 'security']"
jayamanikharyono/airflow-dag-action,"['deployment', 'testing']",0,0.0,13.0,"['deployment', 'testing']"
s3-actions/s3cmd,"['deployment', 'publishing']",2,0.0,14.0,"['deployment', 'publishing']"
compas-dev/compas-actions.ghpython_components,"['deployment', 'publishing']",0,0.0,19.0,"['deployment', 'publishing']"
cloudzero/cloudzero-action-publish-costformation,['deployment'],0,1.0,16.0,['deployment']
remorses/pypi,"['deployment', 'publishing']",0,0.0,12.0,"['deployment', 'publishing']"
horochx/deploy-via-scp,['deployment'],0,0.0,11.0,['deployment']
r0zar/sam-deploy-action,['deployment'],0,,10.0,['deployment']
eregon/publish-release,"['deployment', 'publishing']",0,0.0,28.0,"['deployment', 'publishing']"
tencentcloud/cos-action,['deployment'],3,4.0,20.0,['deployment']
naveenrajm7/rpmbuild,"['deployment', 'publishing']",7,0.0,18.0,"['deployment', 'publishing']"
alirezanet/publish-nuget,"['deployment', 'publishing']",1,1.0,24.0,"['deployment', 'publishing']"
danitseitlin/package-deployer,"['deployment', 'publishing']",3,5.0,12.0,"['deployment', 'publishing']"
azure-ad-b2c/deploy-trustframework-policy,"['deployment', 'publishing']",3,11.0,16.0,"['deployment', 'publishing']"
joncloud/makensis-action,"['deployment', 'desktop-tools']",0,0.0,15.0,"['deployment', 'desktop-tools']"
sqren/backport-github-action,"['deployment', 'utilities']",2,1.0,13.0,"['deployment', 'utilities']"
crazy-max/ghaction-hugo,"['deployment', 'publishing']",0,0.0,11.0,"['deployment', 'publishing']"
getnikola/nikola-action,"['deployment', 'publishing']",0,0.0,11.0,"['deployment', 'publishing']"
qovery/qovery-github-actions,['deployment'],0,0.0,12.0,['deployment']
env0/terratag-action,"['deployment', 'utilities']",0,9.0,12.0,"['deployment', 'utilities']"
loopwerk/tag-changelog,"['deployment', 'publishing']",1,0.0,33.0,"['deployment', 'publishing']"
jusbrasil/github-action-s3cmd,"['deployment', 'utilities']",0,0.0,10.0,"['deployment', 'utilities']"
jcblw/bash,"['deployment', 'utilities']",0,0.0,10.0,"['deployment', 'utilities']"
rsotnychenko/deployment-status-update,"['deployment', 'utilities']",1,1.0,11.0,"['deployment', 'utilities']"
abatilo/aws-assume-role-action,"['deployment', 'utilities']",0,0.0,11.0,"['deployment', 'utilities']"
suvink/heroku-deploy,"['deployment', 'utilities']",0,4.0,9.0,"['deployment', 'utilities']"
tiltshift/heroku-promote-app,['deployment'],0,1.0,10.0,['deployment']
up9cloud/action-rsync,"['deployment', 'publishing']",0,0.0,21.0,"['deployment', 'publishing']"
jaimevalero/push-kaggle-dataset,"['deployment', 'publishing']",1,1.0,15.0,"['deployment', 'publishing']"
tubone24/update_release,"['deployment', 'publishing']",6,16.0,14.0,"['deployment', 'publishing']"
peymanmortazavi/eks-helm-deploy,"['deployment', 'publishing']",0,0.0,12.0,"['deployment', 'publishing']"
nekitcorp/yandex-storage-website-action,"['deployment', 'publishing']",0,0.0,10.0,"['deployment', 'publishing']"
cardinalby/webext-buildtools-chrome-crx-action,"['deployment', 'utilities']",0,1.0,11.0,"['deployment', 'utilities']"
sersoft-gmbh/swifty-docs-action,"['deployment', 'publishing']",0,0.0,10.0,"['deployment', 'publishing']"
chetan/git-restore-mtime-action,"['deployment', 'utilities']",1,1.0,13.0,"['deployment', 'utilities']"
at-wat/bloom-release-action,['deployment'],2,1.0,10.0,['deployment']
port-labs/port-github-action,['deployment'],0,6.0,10.0,['deployment']
skylinecommunications/skyline-dataminer-deploy-action,['deployment'],0,0.0,10.0,['deployment']
tomasnorre/typo3-upload-ter,"['continuous-integration', 'deployment']",5,0.0,11.0,"['continuous-integration', 'deployment']"
stevenacoffman/hugo-deploy-gh-org-pages,"['deployment', 'publishing']",0,0.0,9.0,"['deployment', 'publishing']"
iam4x/now-deploy-preview-comment,"['continuous-integration', 'deployment']",1,7.0,9.0,"['continuous-integration', 'deployment']"
jmatsu/dg-upload-app-action,"['deployment', 'mobile']",1,12.0,12.0,"['deployment', 'mobile']"
evaneos/ssh-action,"['continuous-integration', 'deployment']",0,0.0,9.0,"['continuous-integration', 'deployment']"
cschleiden/webdeploy-action,"['continuous-integration', 'deployment']",1,0.0,11.0,"['continuous-integration', 'deployment']"
jessicalostinspace/cut-release-action,"['deployment', 'publishing']",0,1.0,9.0,"['deployment', 'publishing']"
dhollerbach/actions.serverless-with-python-requirements,"['continuous-integration', 'deployment']",2,2.0,15.0,"['continuous-integration', 'deployment']"
abinmn/gcp-storage-bucket-action,['deployment'],0,0.0,10.0,['deployment']
tanaka-takayoshi/nuget-publish-to-github-packages-action,"['continuous-integration', 'deployment']",1,3.0,10.0,"['continuous-integration', 'deployment']"
dorshinar/get-deployment-url,"['continuous-integration', 'deployment']",3,1.0,10.0,"['continuous-integration', 'deployment']"
bluetheduck/glob-to-drive,"['deployment', 'publishing']",5,4.0,10.0,"['deployment', 'publishing']"
nogsantos/ssh-scp-deploy,"['continuous-integration', 'deployment']",0,2.0,18.0,"['continuous-integration', 'deployment']"
jackmckew/pyinstaller-action-linux,"['deployment', 'publishing']",5,1.0,24.0,"['deployment', 'publishing']"
tobked/github-forks-sync-action,"['deployment', 'utilities']",0,0.0,23.0,"['deployment', 'utilities']"
kostyaten/ssh-server-deploy,"['deployment', 'utilities']",0,1.0,14.0,"['deployment', 'utilities']"
leukocyte-lab/build-n-push,"['deployment', 'publishing']",0,0.0,9.0,"['deployment', 'publishing']"
lightstep/lightstep-action-predeploy,"['deployment', 'monitoring']",0,0.0,11.0,"['deployment', 'monitoring']"
rfennell/releasenotesaction,"['deployment', 'publishing']",2,1.0,11.0,"['deployment', 'publishing']"
thiagoanunciacao/s3cmd-sync-action,"['deployment', 'publishing']",0,0.0,9.0,"['deployment', 'publishing']"
awibox/deploy-to-github-pages-action,"['deployment', 'publishing']",0,0.0,11.0,"['deployment', 'publishing']"
nicklasfrahm/scp-action,"['deployment', 'utilities']",2,0.0,9.0,"['deployment', 'utilities']"
vufa/arch-makepkg-action,"['continuous-integration', 'deployment']",0,0.0,10.0,"['continuous-integration', 'deployment']"
okteto/build,"['continuous-integration', 'deployment']",2,0.0,9.0,"['continuous-integration', 'deployment']"
rehanhaider/pelican-to-github-pages,"['deployment', 'publishing']",0,0.0,10.0,"['deployment', 'publishing']"
dkershner6/aws-ssm-getparameters-action,"['continuous-integration', 'deployment']",0,5.0,12.0,"['continuous-integration', 'deployment']"
dflook/terraform-fmt,"['continuous-integration', 'deployment']",0,,12.0,"['continuous-integration', 'deployment']"
stevedow99/dbt-cloud-cancel-running-ci-job-action,['deployment'],0,0.0,13.0,['deployment']
advanced-security/codeql-bundle-action,"['deployment', 'code-scanning-ready']",1,0.0,11.0,"['deployment', 'code-scanning-ready']"
pipe-cd/actions-plan-preview,"['continuous-integration', 'deployment']",1,,9.0,"['continuous-integration', 'deployment']"
teakowa/setup-serverless,"['deployment', 'utilities']",0,2.0,9.0,"['deployment', 'utilities']"
jamesmgreene/node-draft-releaser,"['deployment', 'publishing']",1,18.0,9.0,"['deployment', 'publishing']"
idlefingers/do-space-sync-action,['deployment'],2,,8.0,['deployment']
xedi/action-subtree-sync,"['deployment', 'open-source-management']",1,0.0,8.0,"['deployment', 'open-source-management']"
embraser01/update-git-branch-action,"['deployment', 'utilities']",1,0.0,11.0,"['deployment', 'utilities']"
luvies/action-yarn-publish,['deployment'],0,8.0,8.0,['deployment']
ilkka/git-https-push-action,['deployment'],0,0.0,9.0,['deployment']
prepor/github-pulumi,['deployment'],1,7.0,8.0,['deployment']
skx/github-action-build,"['continuous-integration', 'deployment']",0,0.0,11.0,"['continuous-integration', 'deployment']"
htynkn/aliyun-serverless-action,"['continuous-integration', 'deployment']",0,0.0,10.0,"['continuous-integration', 'deployment']"
edgarrc/action-7z,"['deployment', 'utilities']",0,0.0,9.0,"['deployment', 'utilities']"
yurikoval/middleman-gh-pages-action,"['deployment', 'publishing']",0,0.0,11.0,"['deployment', 'publishing']"
peaceiris/actions-github-pages,"['deployment', 'publishing']",0,0.0,11.0,"['deployment', 'publishing']"
davids/jekyll-deploy,"['deployment', 'publishing']",0,2.0,9.0,"['deployment', 'publishing']"
turnerlabs/s3-docusaurus-sync-action,"['deployment', 'utilities']",1,0.0,12.0,"['deployment', 'utilities']"
homeday-de/github-action-changelog-generator,['deployment'],3,2.0,6.0,['deployment']
atrobertoflores/gae_deploy_action,['deployment'],3,1.0,8.0,['deployment']
danakim/gh-action-deploy-netlify,"['continuous-integration', 'deployment']",0,0.0,13.0,"['continuous-integration', 'deployment']"
ameydev/gke-kubectl-action,"['continuous-integration', 'deployment']",0,0.0,15.0,"['continuous-integration', 'deployment']"
shonansurvivors/actions-s3-cache,"['continuous-integration', 'deployment']",1,3.0,13.0,"['continuous-integration', 'deployment']"
stevesandersonms/ghaction-rewrite-base-href,['deployment'],1,2.0,9.0,['deployment']
popovoleksandr/ipfs-pinata-deploy-action,"['continuous-integration', 'deployment']",1,3.0,19.0,"['continuous-integration', 'deployment']"
truewebartisans/actions-sapper,"['continuous-integration', 'deployment']",1,0.0,10.0,"['continuous-integration', 'deployment']"
patrixr/jira-release-notes,"['deployment', 'project-management']",0,0.0,11.0,"['deployment', 'project-management']"
anthonyftwang/minify-action,"['deployment', 'utilities']",1,0.0,14.0,"['deployment', 'utilities']"
softprops/aws-credential-rotary,"['deployment', 'security']",4,0.0,8.0,"['deployment', 'security']"
vijayp23/deploy-gae-action,"['continuous-integration', 'deployment']",0,0.0,8.0,"['continuous-integration', 'deployment']"
jdmevo123/akamai-edgeworker-action,"['continuous-integration', 'deployment']",1,1.0,10.0,"['continuous-integration', 'deployment']"
tanwanimohit/deploy-react-to-ghpages,"['deployment', 'publishing']",0,2.0,19.0,"['deployment', 'publishing']"
yantadeu/rancher-deploy-action,"['deployment', 'publishing']",2,0.0,14.0,"['deployment', 'publishing']"
ibm/cloudfoundry-deploy,"['continuous-integration', 'deployment']",1,0.0,11.0,"['continuous-integration', 'deployment']"
w9jds/firebase-trigger,"['deployment', 'reporting']",0,1.0,14.0,"['deployment', 'reporting']"
wuerike/standard-version-release-branch,"['deployment', 'publishing']",1,0.0,8.0,"['deployment', 'publishing']"
tagus/git-deploy,"['continuous-integration', 'deployment']",0,0.0,9.0,"['continuous-integration', 'deployment']"
hassio-addons/repository-updater,"['deployment', 'publishing']",1,0.0,15.0,"['deployment', 'publishing']"
shine1594/secrets-to-env-action,"['deployment', 'utilities']",0,0.0,9.0,"['deployment', 'utilities']"
azure/mysql,"['continuous-integration', 'deployment']",0,12.0,10.0,"['continuous-integration', 'deployment']"
manovotny/github-releases-for-automated-package-publishing-action,"['deployment', 'publishing']",1,1.0,10.0,"['deployment', 'publishing']"
jetli/wasm-bindgen-action,"['continuous-integration', 'deployment']",0,22.0,8.0,"['continuous-integration', 'deployment']"
barnumbirr/action-forge-publish,"['deployment', 'publishing']",0,0.0,7.0,"['deployment', 'publishing']"
connor-baer/action-sync-branch,"['deployment', 'utilities']",0,0.0,9.0,"['deployment', 'utilities']"
dflook/terraform-plan,"['continuous-integration', 'deployment']",0,,8.0,"['continuous-integration', 'deployment']"
mathieusoysal/javadoc-publisher.yml,"['deployment', 'publishing']",0,2.0,8.0,"['deployment', 'publishing']"
dark-mechanicum/aws-codebuild,"['continuous-integration', 'deployment']",5,0.0,8.0,"['continuous-integration', 'deployment']"
edricchan03/action-build-deploy-ghpages,['deployment'],1,0.0,8.0,['deployment']
benoitchantre/setup-ssh-authentication-action,"['deployment', 'utilities']",1,0.0,8.0,"['deployment', 'utilities']"
bitovi/github-actions-deploy-docker-to-ec2,['deployment'],4,3.0,8.0,['deployment']
peter-murray/terragrunt-github-action,"['deployment', 'utilities']",0,,8.0,"['deployment', 'utilities']"
antifree/json-to-variables,"['deployment', 'utilities']",1,1.0,17.0,"['deployment', 'utilities']"
lamw/deploy-vm-from-content-library-action,"['continuous-integration', 'deployment']",0,0.0,8.0,"['continuous-integration', 'deployment']"
yakuhzi/release-asset,['deployment'],0,0.0,7.0,['deployment']
ahnseonghyun/action-tag-docker-build-push,['deployment'],0,0.0,7.0,['deployment']
renzhaosy/hexo-deploy-action,"['deployment', 'publishing']",0,1.0,8.0,"['deployment', 'publishing']"
awact/s3-action,"['deployment', 'publishing']",0,0.0,10.0,"['deployment', 'publishing']"
agentd00nut/jekyll-build-optional-deploy-gh-pages,"['deployment', 'publishing']",1,0.0,7.0,"['deployment', 'publishing']"
nishanthshankar/codepush-action,['deployment'],1,2.0,14.0,['deployment']
ecampidoglio/auto-release-milestone,"['deployment', 'publishing']",1,0.0,12.0,"['deployment', 'publishing']"
underwindfall/create-release-with-debugapk,"['deployment', 'mobile']",0,0.0,13.0,"['deployment', 'mobile']"
zdurham/s3-upload-github-action,['deployment'],2,0.0,13.0,['deployment']
avakar/create-deployment,['deployment'],1,5.0,10.0,['deployment']
nk-o/action-wordpress-plugin-deploy,"['deployment', 'publishing']",1,0.0,21.0,"['deployment', 'publishing']"
